id,navn,avsender,underkategori,pulje,hovedposisjon,dissens,arg_n,argumenter,hovedbudskap
362,"Privatperson (medisinsk-substansielt, POTS/betablokker-erfaring)",,fagperson_privat_sannsynlig,,A_klar,False,23,pem_kjerne;seid_kriterier;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;historisk_psykologisering_ms_svangerskap;tjenesten_og_meg;kunnskapsgrunnlag_forskning;biomedisinsk_forskning;utprøvende_behandling_blårsept;naltrekson_lavdose;abilify_lavdose;rituximab_cyklofosfamid;saltvannsinfusjon;pots_komorbiditet;betablokker_pots;recovery_norge_kritikk;lightning_process_skadelig;barnevernsskandale_nrk;fafo_arbeidsdeltakelse_0_2;me_senter_aker,"A_klar-innspill med detaljert biomedisinsk kunnskap og spesifikke behandlingsforslag. Hovedanke: ME med PEM (også kalt SEID) må ikke blandes med langvarig utmattelse av andre årsaker — 'tilnærmingen ofte er motsatt og det fører til feilbehandling og skade'. Refererer Fafo-studien som viser at 0,2 % av ME-pasienter kommer tilbake i fullt lønnet arbeid. Refererer NRK-saken om 13-årig gutt som forsøkte selvmord etter 'tenk-deg-frisk'-kurs. Substansiell kritikk av Recovery Norge som lobbyorganisasjon: 'knappe 200 medlemmer, ingen krav til diagnose, bruker historier om igjen og fra utlandet'. Konkrete behandlingsforslag (foreslår at ME med PEM behandles som sjelden sykdom med lavere terskel for utprøvende behandling etter blåreseptordningen): saltvannsinfusjoner, lavdose Abilify, lavdose naltrekson, mikrobiom-orienterte dietter, cellegift (rituximab og cyklofosfamid for undergrupper), betablokker mot POTS-symptomer (innsender har egen positiv erfaring etter arytmiutredning hos kardiolog). Krever styrket utredning i spesialisthelsetjenesten (ME-senteret ved Aker sykehus). Krever at sekulær brukermedvirkning får reell innflytelse over forskningsmidler — 'midler [bør] gå til biomedisinsk forskning som gir pasientene håp'. Historisk parallell: MS som tidligere 'fakers disease', svangerskapskvalme som tegn på uønsket barn."
363,Privatperson (34. mal-instans + 'frykt'-stigmatisering),,pasient_eller_pårørende_mal_pluss,,A_klar,False,7,pem_kjerne;egen_retningslinje;stan_mal_setning;biomedisinsk_forskning;frykt_for_aktivitet_stigmatisering;respektløst_ignorant;mange_behandlinger_prøvd,**34. mal-instans** + 'frykt'-stigmatisering-kritikk. **Konkret kritikk av framstilling**: 'Forutinntatte holdninger om ME pasienters frykt for aktivitet mm. håner og bidrar til stigmatisering'.
364,"Privatperson (Karlsonpsykologene-pasient, DPS-historie)",,pasient_oku_karlsons_psykiatrisk_historie,,B_modifisert,False,11,oku_karlsons_konkret;karlsonpsykologene_klinikk_referanse;møtte_veggen_utbrenthet;kasteball_mellom_instanser;dps_behandling_kontinuitetsbrudd;pappapermisjon_terapeut;rehenvisning_avslag;diagnose_dystymi_uten_dialog;psykiatrisk_historie;adhd_utredning_referert;helsetjenester_fragmentert,"B_modifisert pasient som har vært Karlsonpsykologene-pasient. Sentral utsagn: 'Jeg har ikke følt meg forstått før jeg kom til Karlsonpsykologene i begynnelsen av desember 20...'. Hovedanke: 'Alt jeg var innom siden 20... til slutten av 20... har fått meg til å føle meg som en kasteball mellom diverse instanser som ikke visste og forstod hva de skulle gjøre'. **Detaljert DPS-historie**: behandler ved DPS gikk i pappapermisjon, måtte avslutte og rehenvises, fastlege rehenviste etter 6 mnd-pause, men ble avslått gang på gang. Dystymi-diagnose ble satt uten dialog. Møte med ambulant kriseteam etter [sensitivt indre referanse], hvor team ikke kjente pasientens bakgrunn."
365,Privatperson (anonymisert),,pasient_alvorlig_vaksineutløst,,A_klar,False,11,pem_kjerne;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;aktivitet_pacing;alvorlig_syke;kunnskapsgrunnlag_brukererfaring;tvang_pasientvern;kompetanseheving;implementering_konkret;dårlig_prognose,"Alvorlig syk ME-pasient (95% funksjonsfall, sengeliggende), tilkom etter Astra Zeneca-vaksinering. Krever helt nye retningslinjer. Sterk personlig fortelling: 16 ulike fastleger på ett år, brudd på taushetsplikt fra fastlege, NAV-saksbehandler invitert hjem til første legetilsyn. Påpeker at produsenten har innrømmet i retten at Astra Zeneca kan utløse ME, men 'Norske staten ønsker ikke å godta dette'. Henviser til Facebook-gruppe med 6200 helsepersonell med varige vaksineskader. Kostnad: ca 4000 NOK/mnd egne medikamenter etter betydelig inntektsnedgang."
366,Privatperson,,pårørende_eller_pasient,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;alvorlig_syke;tvang_pasientvern;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;nav_arbeidsliv;tjenester_samhandling;kompetanseheving;arbeidsgruppe_kritikk;dårlig_prognose,"Tilnærmet identisk tekst som id 360 – samme krav om separate retningslinjer for ME/CFS (G93.3/8E49) og uspesifikk utmattelse, eget kapittel om alvorlig/svært alvorlig ME, operasjonalisering av ICPC-2 A04.0008, CRPD-vurdering. Henviser til Saugstad et al. 2026, Fafo/SINTEF, Kolbjørn Gulating lagmannsrett mars 2026. Bruker 'vi' i stedet for 'jeg' og store bokstaver i seksjonsoverskrifter. Mangler implementering-seksjon som id 360 har."
367,"Privatperson (108. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"108. mal-instans, ren standardmal."
368,"Privatperson (to-veis-tillit, bruker-vurderingsevne-styrkes)",,pasient_eller_pårørende_pragmatisk_to_veis_tillit,,pragmatisk,False,5,to_veis_tillit;brukerens_vurderingsevne;språk_uttrykke_behov;selvkunnskap_premiss;ikke_få_riktig_hjelp,Pragmatisk innspill om to-veis-tillit. Premiss: 'brukeren er den eneste som kjenner seg selv og sine behov'. Krever språkhjelp for å formidle behov.
369,Privatperson ('skrotes i sin helhet'-krav),,pasient_eller_pårørende_aktivist,,A_klar,False,4,egen_retningslinje;skrotes_i_sin_helhet;nyere_forskning_savnes;start_helt_på_nytt,Sterk A_klar: 'utkastet bør skrotes i sin helhet og arbeidet startes helt på nytt'.
37,"Privatperson (109. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"109. mal-instans, ren standardmal."
370,"Privatperson (FUNCAP-/Jasons-orientert, ME OG SKOLE-detalj)",,pårørende_eller_pasient_informert,,A_klar,False,22,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;biopsykososial_bio_glemmes;mups_funksjonell_lidelse_kritikk;funcap_verktøy;jasons_barnekriterier;aktivitetsavpasning_terminologi;innsykningsfasen_kritisk;alvorlig_grad_pleieråd;alvorlig_grad_sondeernæring;veileder_2014_pleieråd;me_og_skole_verktøy;statped_veiledning_ppt;pleiepenger_foresatte;barnekoordinator_individuell_plan;barn_skole_helse_prioritering;me_foreningen_me_foreldrene_alliert;melatonin_smertestillende;kursing_helsepersonell,"A_klar med detaljert kunnskap om norske ME-aktivismekjernen og praktiske verktøy. **Bio-glemmes-poenget**: '""Biopsykososialt perspektiv"" er blitt et veldig negativt ladet begrep for de fleste ME-pasienter. Mange er feilbehandlet med begrunnelse at helsepersonell har et biopsykososialt syn på sykdom. Når biopsykososialt møter ME, blir bio-delen glemt helt bort, og man sitter igjen med psykososial lidelse, eller enda mer feil: MUPS eller funksjonell lidelse'. Spesifikke krav: (1) Canadakriteriene + FUNCAP for utredning; (2) Jasons barnekriterier for barn (Pediatric ICC); (3) byte 'aktivitetsregulering' med 'aktivitetsavpasning'; (4) pleieråd fra 2014-veileder for de aller sykeste; (5) sondeernæring som tilbud; (6) tilbud til foresatte: pleiepenger, barnekoordinator, individuell plan; (7) 'ME og Skole'-verktøy for lærere; (8) Statped må veilede PPT-kommunene; (9) prioritering ved barn: helse → sosialt → skole (ikke omvendt). Pårørende-perspektiv: 'Å få et barn med ME er en langsom katastrofe for hele familien'. Alliert med Norges ME-forening og ME-foreldrene."
371,"Privatperson (alliansetekst med ME-foreldrene, Kolbjørn-refererer)",,pasient_eller_pårørende_me_foreldrene_alliert,,A_klar,False,17,pem_kjerne;egen_retningslinje;icd_11_8e49;icd_g93_3;skille_me_utmattelse;skille_me_long_covid;canadakriteriene_støtte;biomedisinsk_forskning;brukerundersøkelser_me_foreningen;brukermedvirkning_kritikk;kompetansetjeneste_burde_drevet_undersøkelser;kolbjørn_seier_referanse;buried_alive_video;individuell_plan_koordinator;ansvarsgrupper;frambu_referanse;me_foreldrene_alliert,"A_klar med klar allianse til ME-foreldrenes innspill — konsekvent 'Viser til svaret fra ME-foreldrene' i flere felter. Hovedanke i bakgrunn_metode: 'Å blande ME/CFS med langvarig utmattelse gir ingen mening. ME/CFS er en egen sykdom, mens utmattelse kan være så mangt.' Etterlyser kvantitativ oversikt over forholdet mellom ME/CFS og generell utmattelse — 'dette burde ha vært undersøkt'. Refererer at brukerundersøkelser av ME-foreningen 'burde egentlig blitt foretatt av kompetansetjenesten' (implisitt NKT-kritikk). Refererer Hdir's egen brukermedvirkningsside som standard ('Brukermedvirkningen vises ikke mye i dette utkastet'). I generelle_kommentarer brukes substansielle argumenter: PEM som kardinalsymptom, sykdomsspesifikt rammeverk. Refererer eksternt: Kolbjørns rettssak (me-foreldrene.no), 'Buried alive with ME'-video (YouTube). I virksomhetsleder/lege_ansvar_barn/helsepersonell_barn refererer kommunenes plikt til individuell plan, koordinator og ansvarsgrupper (Hdir's egen veileder), og Frambu.no."
372,Privatperson,,fagperson_privat_sannsynlig,,pragmatisk,False,5,pem_kjerne;pem_definisjon;aktivitet_pacing;kunnskapsgrunnlag_forskning;implementering_konkret,"Pragmatisk innspill med originalt analytisk rammeverk: tre aktivitetskategorier (basalaktivitet, kognitiv, fysisk). Foreslår Maslow-pyramide som prioriteringsverktøy: pasientens begrensede kapasitet bør prioriteres mot selvrealiseringsbehov (tegning, musikk, Lego) framfor basisaktiviteter (smøre brødskiver). Refererer Olympiatoppens regulering av aktivitetsnivå hos idrettsutøvere som modell. Foreslår biomedisinske målekriterier som hs-CRP og laktatnivå ved hvile. Inkluderer ernæring som regulert faktor."
373,"Privatperson (Karlson-bok-tilfrisket, søvnproblemer)",,pasient_oku_karlsons_tilfrisket,,B_modifisert,False,8,oku_karlsons_konkret;boka_karlson_lese_anbefaling;veien_ut_av_utmattelse_bok;unntakstilstand_metode;100_prosent_ansvarsfri;flere_uker;kurere_utmattelse;behandlere_fastleger_psykologer_kunnskap,"**21. dokumenterte OKU/Karlsons-tilhenger**. Tilfrisket gjennom Karlsons bok 'Veien ut av utmattelse'. Detaljert beskrivelse av Karlsons metode: '100% ansvarsfrihet fra jobb, familie og sosial kontakt fysisk og digitalt i flere uker'. Krav: 'Denne metoden bør bli kjent av alle behandlere, fastleger, psykologer og andre'."
374,"Privatperson (biomedisinsk argument, ME som ikke 'mangel på vilje')",,pasient_eller_pårørende_informert,,A_klar,False,14,pem_kjerne;egen_retningslinje;skille_me_long_covid_utmattelse;biomedisinsk_forskning;immunsystem_avvik;mitokondrier_dysfunksjon;nevroinflammasjon;energiproduksjon_avvik;biopsykososial_kritikk;biopsykososial_ramme_ikke_årsak;psykologisering;helseangst_kritikk_bortforklaring;mangel_vilje_kritikk;alvorlig_grad_egne_føringer,"A_klar med substantielt biomedisinsk argument. Sentralt: 'ME er ikke mangel på vilje'. Tre hovedforslag: (1) retningslinjene må følge et biomedisinsk syn på ME og fremme forskning på feltet — referer immunsystem-avvik, mitokondrier, nevroinflammasjon, energiproduksjon; (2) ME og LC må tydelig skilles fra annen utmattelse, hver med egen retningslinje; (3) tydeligere beskrivelse av alvorlighetsgrad og hjelpebehov ved PEM. **Substantielt presisering om biopsykososial-modellen**: 'Det må tydeliggjøres at biopsykososial forståelse bare skal brukes som en ramme for helhetlig behandling og støtte. Det skal ikke brukes som årsaksforklaring på ME/CFS og LC'. Refererer at det fremdeles er mange ME-pasienter som møter helsepersonell som uttrykker at de 'ikke tror på ME' eller bortforklarer sykdommen med 'mangel på vilje, overdreven symptomfokus eller helseangst'."
375,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;psykologisering;alvorlig_syke;implementering_konkret;kompetanseheving;nav_arbeidsliv,"Forskningstyngst enkeltinnspill etter id=219. Anerkjenner at arbeidsgruppen har lagt ned betydelig arbeid, at Canadakriteriene anbefales og at PEM omtales. Men det grunnleggende strukturelle problemet er at ME/CFS og uspesifisert langvarig utmattelse behandles innenfor samme rammeverk. Identifiserer at retningslinjen blander pacing slik begrepet brukes i ME/CFS-sammenheng (innenfor Energy Envelope) med pacing slik det er brukt i rehabiliteringslitteraturen (gradvis aktivitetsøkning mot forhåndsbestemt mål – altså GET under nytt navn). Introduserer konseptet «Rolling PEM» – kontinuerlig PEM uten mulighet til å stabilisere seg – som forfatter mener er den «farligste» formen og største sjanse for varig funksjonsfall. Sentrale referanser: Kielland et al. 2023 (94% av CCC-pasienter fikk forverring av arbeidsavklaring), Brown og Jason 2020 (PEM 10,4 ganger mer prevalent), Sanal-Hayes et al. 2025 (systematisk gjennomgang av pacing), Melby og Nair 2023 (pasienters tilbaketrekking som beskyttelsesmekanisme), Tschopp et al. 2024 (psykosomatisk fortolkning som sterkeste enkeltfaktor for suicidalitet), Walitt et al. 2024 (NIH), Glass et al. 2025 (biologisk vevsskade ved PEM-induksjon), Fanó-Illic et al. 2026 (mitokondriell dysfunksjon). Foreslår obligatorisk PEM-kartlegging med DSQ-PEM og/eller FUNCAP ved første konsultasjon, lenge før seks måneder."
376,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;psykologisering;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;alvorlig_syke;nav_arbeidsliv;tjenester_samhandling;implementering_konkret;arbeidsgruppe_kritikk,"Privatpersonen krever separate veiledere fra og med del 3 i dokumentet, og påpeker mangler ved litteratursøk (ikke gjennomført på årsaker, biologiske markører, sykdomsmekanismer, medikamentell intervensjon). Identifiserer NKT-CFS/ME's reverserte navnerekkefølge (CFS/ME) som signal om psykosomatisk tilnærming. Foreslår nummerert avsnitt-struktur etter NICE-modell. Krever definisjonsliste i appendiks for 14 sentrale begreper (PEM, pacing, GET, KAT-varianter, POTS, ortostatisk intoleranse mv.). Påpeker Bakken/Krabbe 2023-referansene bygger kun på tilfrisknedes subjektive opplevelse."
377,"Privatperson (71. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,71. mal-instans.
378,"Privatperson (nynorsk, sengeliggende-koordinator)",,pårørende_alvorlig_sengeliggende,,A_modifisert,False,6,skille_cfs_me;sengeliggende_bundet_hjemme;kommunal_koordinator_krav;gynekolog_tannlege_optikar_hjemme;vaksine_hjemmeleverte_savnet;val_hjemme_levert_positiv,Nynorsk innspill fra pårørende til sengeliggende. **Konkret operativt forslag**: kommunal koordinator for sengeliggende + gynekolog/tannlege/optiker hjemme.
379,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,13,pem_kjerne;pem_definisjon;egen_retningslinje;biopsykososial_kritikk;nice_2021;aktivitet_pacing;lp_kritikk;alvorlig_syke;barn_og_unge;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;kompetanseheving;implementering_konkret,"Innspill fokusert på NICE NG206 som metodisk benchmark. Argumenterer at PEM er objektivt målbart i 2-dagers CPET med målbare avvik i oksygenopptak, arbeidskapasitet, ventilasjon og hjerte-kar-respons på dag 2. Detaljert referanseapparat: Keller 2024, Lim 2020, Snell 2013, Stevens 2018, VanNess 2007, Lien 2019. Krever ICF erstattet/supplert med FUNCAP for funksjonsvurdering – ICF fanger ikke PEM. Spesifikt kapittel om barn: 'prøving og feiling' kan gi varig funksjonstap. Krever ambulerende ME-team med spesialkompetanse."
38,"Privatperson (39. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,39. mal-instans.
380,"Privatperson (pårørende, NKT-mistillit, Gulating-rettsaks-referanse)",,pårørende_informert_nkt_kritisk,,A_klar,False,9,pem_kjerne;egen_retningslinje;skille_me_utmattelse;nkt_kritikk_troverdighet;nkt_selektiv_kunnskapsgrunnlag;gulating_lagmannsrett_dom;kolbjørn_sak_rettskraftig;pasientsikkerhet_kjerne;pem_forverring_ikke_litt_sliten,"A_klar pårørende-stemme. Hovedanke: krav om egen nasjonal retningslinje for ME. **NKT-mistillit**: 'NKT har på grunn av sin praksis og selektive holdning til kunnskapsgrunnlag og forskning, ingen troverdighet blant pasientene'. Refererer **Gulating-rettssaken** med ME-sykes seier som ble rettskraftig dagen før innsendelsen. PEM presist artikulert: 'PEM innebærer forverring, ikke at man blir litt ekstra sliten'."
381,"Privatperson (PEM/PESE-presisjon, juridisk-prosess-orientert)",,fagperson_privat_sannsynlig,,A_klar,False,20,pem_kjerne;pem_definisjon;pem_pese_terminologi;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;aktivitet_pacing;helsepersonelloven_4;pasient_brukerrettighetsloven;rettssikkerhet;arbeidsgruppe_kritikk;dissens_korrekt_telling;kolbjørn_seier_referanse;buried_alive_video;alvorlig_grad_egne_føringer;barn_sårbar;barn_barnevern_risiko;implementering_avvis,"Strukturert A_klar-innspill med høyt juridisk og terminologisk presisjonsnivå. Bruker PEM/PESE-terminologi (post-exertional malaise / post-exertional symptom exacerbation). Hovedanke: ME plasseres i en generell utmattelses-retningslinje, hvilket vil 'lede til et felles kompetansemiljø for langvarig utmattelse og ME/CFS og et felles pasientforløp dersom dette blir realisert'. Refererer **helsepersonelloven § 4 og pasient- og brukerrettighetsloven §§ 3-1, 3-2 og 4-1** for å argumentere at uten tydelig informasjon om risiko for PEM-forverring 'kan verken medvirkning eller samtykke bli reelt informert'. **Korrekt telling av dissensene**: 3 brukerrepresentanter (ME-foreningen, ME-foreldrene, Covidforeningen) PLUSS '4 fagpersoner med diametralt motsatt syn av de 3 brukerrepresentantene har tatt dissens. Dette viser klart at høringsutkastet har en strukturell uenighet'. Bruker eksterne referansepunkter: **Kolbjørns seier** (rettssakssaken om barn med ME, lenket til me-foreldrene.no), **'Buried alive with ME'-videoen**. Konkrete minimumskrav for retningslinjen: (1) PEM som gjennomgående beslutningspremiss, (2) aktivitetsavpassing/pacing skilles tydelig fra aktivitetsøkning, gradert aktivitetsutforskning og rehabilitering med progresjonsmål, (3) alvorlig og svært alvorlig ME får egne tydelige føringer, (4) pasient- og pårørendeerfaringer tillegges reell vekt særlig der de beskriver forverring etter tiltak."
